"idhod","hodnota","ukaz_kod","vzdelani_cis","vzdelani_kod","uzemi_cis","uzemi_kod","sldb_rok","sldb_datum","ukaz_txt","vzdelani_txt","uzemi_txt"
"945034883","3","3162","1294","900","43","550841","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Jiřice u Moravských Budějovic"
"945034882","6","3162","5181","35450001","43","550841","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Jiřice u Moravských Budějovic"
"945014800","16","3162","5784","105","43","550841","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Jiřice u Moravských Budějovic"
"945001403","7","3162","5784","109","43","550841","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Jiřice u Moravských Budějovic"
"945021428","10","3162","5784","117","43","550841","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Jiřice u Moravských Budějovic"
"945001404","1","3162","5784","130","43","550841","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Jiřice u Moravských Budějovic"
"945026059","5396","3162",,,"43","550850","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Blatná"
"944992311","18","3162","1294","001","43","550850","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Blatná"
"944992310","295","3162","1294","900","43","550850","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Blatná"
"945028207","1824","3162","5181","35450001","43","550850","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Blatná"
"944992073","1769","3162","5784","105","43","550850","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Blatná"
"944992074","717","3162","5784","109","43","550850","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Blatná"
"945001517","685","3162","5784","117","43","550850","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Blatná"
"944992309","88","3162","5784","130","43","550850","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Blatná"
"945032754","422","3162",,,"43","550906","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Cehnice"
"945028209","2","3162","1294","001","43","550906","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Cehnice"
"944992313","18","3162","1294","900","43","550906","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Cehnice"
"945028208","127","3162","5181","35450001","43","550906","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Cehnice"
"945001518","175","3162","5784","105","43","550906","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Cehnice"
"944992312","38","3162","5784","109","43","550906","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Cehnice"
"945021547","55","3162","5784","117","43","550906","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Cehnice"
"945001519","7","3162","5784","130","43","550906","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Cehnice"
"945019315","758","3162",,,"43","550922","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Čejetice"
"945021675","5","3162","1294","001","43","550922","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Čejetice"
"945035143","51","3162","1294","900","43","550922","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Čejetice"
"945028337","218","3162","5181","35450001","43","550922","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Čejetice"
"945001520","288","3162","5784","105","43","550922","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Čejetice"
"945008148","79","3162","5784","109","43","550922","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Čejetice"
"945001521","106","3162","5784","117","43","550922","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Čejetice"
"945021674","11","3162","5784","130","43","550922","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Čejetice"
"944983966","146","3162",,,"43","550949","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Čepřovice"
"945014802","0","3162","1294","001","43","550949","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Čepřovice"
"945021432","5","3162","1294","900","43","550949","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Čepřovice"
"945014801","26","3162","5181","35450001","43","550949","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Čepřovice"
"944992537","75","3162","5784","105","43","550949","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Čepřovice"
"944992538","19","3162","5784","109","43","550949","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Čepřovice"
"944992539","21","3162","5784","117","43","550949","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Čepřovice"
"944992078","0","3162","5784","130","43","550949","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Čepřovice"
"945010678","743","3162",,,"43","550957","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Čestice"
"945001525","5","3162","1294","001","43","550957","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Čestice"
"945001524","25","3162","1294","900","43","550957","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Čestice"
"945001522","226","3162","5181","35450001","43","550957","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Čestice"
"945021433","299","3162","5784","105","43","550957","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Čestice"
"945035014","92","3162","5784","109","43","550957","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Čestice"
"944992314","88","3162","5784","117","43","550957","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Čestice"
"945001523","8","3162","5784","130","43","550957","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Čestice"
"945024089","361","3162",,,"43","550965","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Číčenice"
"945008150","0","3162","1294","001","43","550965","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Číčenice"
"945021549","21","3162","1294","900","43","550965","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Číčenice"
"944992315","109","3162","5181","35450001","43","550965","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Číčenice"
"945008149","149","3162","5784","105","43","550965","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Číčenice"
"945014908","36","3162","5784","109","43","550965","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Číčenice"
"945014909","42","3162","5784","117","43","550965","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Číčenice"
"945021548","4","3162","5784","130","43","550965","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Číčenice"
"944983967","221","3162",,,"43","550981","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Doubravice"
"945028338","1","3162","1294","001","43","550981","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Doubravice"
"945015032","3","3162","1294","900","43","550981","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Doubravice"
"945008274","63","3162","5181","35450001","43","550981","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Doubravice"
"945008151","104","3162","5784","105","43","550981","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Doubravice"
"945014910","23","3162","5784","109","43","550981","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Doubravice"
"945021678","25","3162","5784","117","43","550981","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Doubravice"
"945008275","2","3162","5784","130","43","550981","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Doubravice"
"945004040","329","3162",,,"43","551015","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Drahonice"
"945008277","2","3162","1294","001","43","551015","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Drahonice"
"945028340","11","3162","1294","900","43","551015","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Drahonice"
"945008276","94","3162","5181","35450001","43","551015","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Drahonice"
"945035144","138","3162","5784","105","43","551015","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Drahonice"
"945015033","35","3162","5784","109","43","551015","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Drahonice"
"945028339","47","3162","5784","117","43","551015","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Drahonice"
"944992542","2","3162","5784","130","43","551015","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Drahonice"
"944997284","199","3162",,,"43","551023","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Drážov"
"945015136","0","3162","1294","001","43","551023","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Drážov"
"945035276","9","3162","1294","900","43","551023","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Drážov"
"944992773","53","3162","5181","35450001","43","551023","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Drážov"
"945021679","85","3162","5784","105","43","551023","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Drážov"
"945015034","24","3162","5784","109","43","551023","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Drážov"
"945028341","27","3162","5784","117","43","551023","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Drážov"
"945001746","1","3162","5784","130","43","551023","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Drážov"
"944983968","249","3162",,,"43","551040","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Dřešín"
"944992774","1","3162","1294","001","43","551040","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Dřešín"
"945015140","5","3162","1294","900","43","551040","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Dřešín"
"945035277","79","3162","5181","35450001","43","551040","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Dřešín"
"945015137","99","3162","5784","105","43","551040","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Dřešín"
"945015138","29","3162","5784","109","43","551040","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Dřešín"
"945015139","31","3162","5784","117","43","551040","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Dřešín"
"945035278","5","3162","5784","130","43","551040","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Dřešín"
"945010679","140","3162",,,"43","551104","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Hoslovice"
"945028586","0","3162","1294","001","43","551104","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Hoslovice"
"944993020","4","3162","1294","900","43","551104","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Hoslovice"
"945021796","40","3162","5181","35450001","43","551104","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Hoslovice"
"945001747","58","3162","5784","105","43","551104","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Hoslovice"
"945001748","18","3162","5784","109","43","551104","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Hoslovice"
"945028469","15","3162","5784","117","43","551104","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Hoslovice"
"945001880","5","3162","5784","130","43","551104","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Hoslovice"
"944997285","131","3162",,,"43","551121","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Hoštice"
"945008496","1","3162","1294","001","43","551121","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Hoštice"
"945001881","5","3162","1294","900","43","551121","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Hoštice"
"945021901","34","3162","5181","35450001","43","551121","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Hoštice"
"944993021","57","3162","5784","105","43","551121","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Hoštice"
"945035409","10","3162","5784","109","43","551121","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Hoštice"
"944993022","24","3162","5784","117","43","551121","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Hoštice"
"945035410","0","3162","5784","130","43","551121","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Hoštice"
"945030732","332","3162",,,"43","551139","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Chelčice"
"945022028","0","3162","1294","001","43","551139","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Chelčice"
"944993264","37","3162","1294","900","43","551139","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Chelčice"
"945015256","94","3162","5181","35450001","43","551139","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Chelčice"
"944993023","108","3162","5784","105","43","551139","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Chelčice"
"945001882","47","3162","5784","109","43","551139","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Chelčice"
"945028587","46","3162","5784","117","43","551139","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Chelčice"
"945015257","0","3162","5784","130","43","551139","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Chelčice"
"945024090","218","3162",,,"43","551155","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Chrášťovice"
"945021798","1","3162","1294","001","43","551155","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Chrášťovice"
"945008391","15","3162","1294","900","43","551155","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Chrášťovice"
"945015362","57","3162","5181","35450001","43","551155","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Chrášťovice"
"944993265","84","3162","5784","105","43","551155","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Chrášťovice"
"945022029","31","3162","5784","109","43","551155","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Chrášťovice"
"945035532","29","3162","5784","117","43","551155","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Chrášťovice"
"945035533","1","3162","5784","130","43","551155","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Chrášťovice"
"945024091","164","3162",,,"43","551163","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Jinín"
"945035412","0","3162","1294","001","43","551163","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Jinín"
"945015258","13","3162","1294","900","43","551163","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Jinín"
"945008497","50","3162","5181","35450001","43","551163","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Jinín"
"944992778","51","3162","5784","105","43","551163","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Jinín"
"944992779","19","3162","5784","109","43","551163","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Jinín"
"945035411","27","3162","5784","117","43","551163","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Jinín"
"944993024","4","3162","5784","130","43","551163","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Jinín"
"944983969","311","3162",,,"43","551180","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Kadov"
"945001887","0","3162","1294","001","43","551180","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Kadov"
"945001886","13","3162","1294","900","43","551180","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Kadov"
"945001885","87","3162","5181","35450001","43","551180","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Kadov"
"945001883","131","3162","5784","105","43","551180","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Kadov"
"944993025","28","3162","5784","109","43","551180","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Kadov"
"945001884","47","3162","5784","117","43","551180","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Kadov"
"945021902","5","3162","5784","130","43","551180","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Kadov"
"944983970","1084","3162",,,"43","551201","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Katovice"
"944993269","5","3162","1294","001","43","551201","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Katovice"
"945002014","31","3162","1294","900","43","551201","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Katovice"
"945035535","367","3162","5181","35450001","43","551201","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Katovice"
"945015259","359","3162","5784","105","43","551201","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Katovice"
"945021903","200","3162","5784","109","43","551201","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Katovice"
"945035413","112","3162","5784","117","43","551201","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Katovice"
"945008615","10","3162","5784","130","43","551201","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Katovice"
"945024092","186","3162",,,"43","551261","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Kraselov"
"945015365","1","3162","1294","001","43","551261","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Kraselov"
"944993271","11","3162","1294","900","43","551261","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Kraselov"
"945002015","43","3162","5181","35450001","43","551261","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Kraselov"
"945015364","77","3162","5784","105","43","551261","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Kraselov"
"945022030","25","3162","5784","109","43","551261","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Kraselov"
"944993270","26","3162","5784","117","43","551261","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Kraselov"
"945035536","3","3162","5784","130","43","551261","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Kraselov"
"945017402","381","3162",,,"43","551333","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Libějovice"
"945000192","3","3162","1294","001","43","551333","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Libějovice"
"945006815","21","3162","1294","900","43","551333","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Libějovice"
"945015366","93","3162","5181","35450001","43","551333","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Libějovice"
"945002016","157","3162","5784","105","43","551333","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Libějovice"
"945028698","38","3162","5784","109","43","551333","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Libějovice"
"945035537","66","3162","5784","117","43","551333","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Libějovice"
"945026991","3","3162","5784","130","43","551333","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Libějovice"
"945004041","227","3162",,,"43","551341","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Litochovice"
"945033668","3","3162","1294","001","43","551341","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Litochovice"
"944989674","11","3162","1294","900","43","551341","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Litochovice"
"945000193","56","3162","5181","35450001","43","551341","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Litochovice"
"945006816","99","3162","5784","105","43","551341","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Litochovice"
"945013600","20","3162","5784","109","43","551341","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Litochovice"
"945013601","36","3162","5784","117","43","551341","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Litochovice"
"944989673","2","3162","5784","130","43","551341","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Litochovice"
"945010680","579","3162",,,"43","551350","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Lnáře"
"944989916","4","3162","1294","001","43","551350","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Lnáře"
"945000309","49","3162","1294","900","43","551350","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Lnáře"
"945033670","149","3162","5181","35450001","43","551350","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Lnáře"
"945020207","252","3162","5784","105","43","551350","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Lnáře"
"945033669","39","3162","5784","109","43","551350","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Lnáře"
"945000194","77","3162","5784","117","43","551350","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Lnáře"
"945026992","9","3162","5784","130","43","551350","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Lnáře"
"945030733","568","3162",,,"43","551384","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Malenice"
