"idhod","hodnota","ukaz_kod","vzdelani_cis","vzdelani_kod","uzemi_cis","uzemi_kod","sldb_rok","sldb_datum","ukaz_txt","vzdelani_txt","uzemi_txt"
"944995170","3036","3162","5784","117","43","560286","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Sokolov"
"944995171","188","3162","5784","130","43","560286","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Sokolov"
"945005942","2159","3162",,,"43","560294","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Březová"
"945029735","17","3162","1294","001","43","560294","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Březová"
"944995396","122","3162","1294","900","43","560294","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Březová"
"945003095","631","3162","5181","35450001","43","560294","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Březová"
"945002977","794","3162","5784","105","43","560294","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Březová"
"945029605","230","3162","5784","109","43","560294","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Březová"
"945023137","344","3162","5784","117","43","560294","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Březová"
"945003096","21","3162","5784","130","43","560294","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Březová"
"944987935","310","3162",,,"43","560308","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Bublava"
"944995398","1","3162","1294","001","43","560308","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Bublava"
"945029737","25","3162","1294","900","43","560308","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Bublava"
"945036583","100","3162","5181","35450001","43","560308","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Bublava"
"945036582","107","3162","5784","105","43","560308","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Bublava"
"945029736","46","3162","5784","109","43","560308","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Bublava"
"945009664","28","3162","5784","117","43","560308","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Bublava"
"944995397","3","3162","5784","130","43","560308","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Bublava"
"944987936","1192","3162",,,"43","560316","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Bukovany"
"945002978","35","3162","1294","001","43","560316","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Bukovany"
"944995645","162","3162","1294","900","43","560316","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Bukovany"
"945023258","181","3162","5181","35450001","43","560316","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Bukovany"
"945009665","500","3162","5784","105","43","560316","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Bukovany"
"944995399","36","3162","5784","109","43","560316","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Bukovany"
"945036584","274","3162","5784","117","43","560316","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Bukovany"
"945003193","4","3162","5784","130","43","560316","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Bukovany"
"944987937","701","3162",,,"43","560324","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Citice"
"945029608","7","3162","1294","001","43","560324","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Citice"
"944995174","54","3162","1294","900","43","560324","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Citice"
"945016292","166","3162","5181","35450001","43","560324","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Citice"
"945036474","284","3162","5784","105","43","560324","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Citice"
"944995173","54","3162","5784","109","43","560324","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Citice"
"945002979","131","3162","5784","117","43","560324","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Citice"
"945016293","5","3162","5784","130","43","560324","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Citice"
"945012658","214","3162",,,"43","560332","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Dasnice"
"945029738","1","3162","1294","001","43","560332","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Dasnice"
"945016409","37","3162","1294","900","43","560332","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Dasnice"
"944995401","40","3162","5181","35450001","43","560332","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Dasnice"
"945003097","75","3162","5784","105","43","560332","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Dasnice"
"945036585","14","3162","5784","109","43","560332","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Dasnice"
"944995400","45","3162","5784","117","43","560332","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Dasnice"
"945003098","2","3162","5784","130","43","560332","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Dasnice"
"944987938","286","3162",,,"43","560341","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Dolní Nivy"
"944995403","3","3162","1294","001","43","560341","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Dolní Nivy"
"945023138","27","3162","1294","900","43","560341","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Dolní Nivy"
"944995402","85","3162","5181","35450001","43","560341","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Dolní Nivy"
"945029739","107","3162","5784","105","43","560341","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Dolní Nivy"
"945009666","19","3162","5784","109","43","560341","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Dolní Nivy"
"945009667","41","3162","5784","117","43","560341","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Dolní Nivy"
"945016410","4","3162","5784","130","43","560341","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Dolní Nivy"
"945032757","3781","3162",,,"43","560359","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Habartov"
"945023263","64","3162","1294","001","43","560359","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Habartov"
"944995650","392","3162","1294","900","43","560359","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Habartov"
"945029864","792","3162","5181","35450001","43","560359","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Habartov"
"944995404","1499","3162","5784","105","43","560359","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Habartov"
"944995649","172","3162","5784","109","43","560359","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Habartov"
"945023262","839","3162","5784","117","43","560359","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Habartov"
"945009787","23","3162","5784","130","43","560359","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Habartov"
"944987939","4919","3162",,,"43","560367","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Horní Slavkov"
"944995652","45","3162","1294","001","43","560367","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Horní Slavkov"
"945029866","458","3162","1294","900","43","560367","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Horní Slavkov"
"945029865","1235","3162","5181","35450001","43","560367","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Horní Slavkov"
"945036721","1784","3162","5784","105","43","560367","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Horní Slavkov"
"944995651","330","3162","5784","109","43","560367","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Horní Slavkov"
"945009788","1028","3162","5784","117","43","560367","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Horní Slavkov"
"945023264","39","3162","5784","130","43","560367","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Horní Slavkov"
"944987940","228","3162",,,"43","560375","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Chlum Svaté Maří"
"945009924","4","3162","1294","001","43","560375","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Chlum Svaté Maří"
"944995882","23","3162","1294","900","43","560375","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Chlum Svaté Maří"
"945009922","54","3162","5181","35450001","43","560375","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Chlum Svaté Maří"
"945003195","101","3162","5784","105","43","560375","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Chlum Svaté Maří"
"945009789","13","3162","5784","109","43","560375","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Chlum Svaté Maří"
"945023368","33","3162","5784","117","43","560375","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Chlum Svaté Maří"
"945009923","0","3162","5784","130","43","560375","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Chlum Svaté Maří"
"945032758","10597","3162",,,"43","560383","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Chodov"
"945023369","114","3162","1294","001","43","560383","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Chodov"
"945016639","928","3162","1294","900","43","560383","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Chodov"
"945029996","2734","3162","5181","35450001","43","560383","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Chodov"
"945003312","4067","3162","5784","105","43","560383","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Chodov"
"945029995","593","3162","5784","109","43","560383","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Chodov"
"944995883","2054","3162","5784","117","43","560383","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Chodov"
"944995884","107","3162","5784","130","43","560383","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Chodov"
"944987941","34","3162",,,"43","560391","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Kuřimany"
"945016772","0","3162","1294","001","43","560391","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Kuřimany"
"945016771","0","3162","1294","900","43","560391","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Kuřimany"
"945036960","13","3162","5181","35450001","43","560391","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Kuřimany"
"944995885","12","3162","5784","105","43","560391","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Kuřimany"
"944995886","4","3162","5784","109","43","560391","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Kuřimany"
"944995887","4","3162","5784","117","43","560391","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Kuřimany"
"945003424","1","3162","5784","130","43","560391","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Kuřimany"
"945032759","115","3162",,,"43","560405","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Kladruby"
"945023473","0","3162","1294","001","43","560405","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Kladruby"
"945010037","4","3162","1294","900","43","560405","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Kladruby"
"945030105","26","3162","5181","35450001","43","560405","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Kladruby"
"944996131","54","3162","5784","105","43","560405","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Kladruby"
"944996132","14","3162","5784","109","43","560405","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Kladruby"
"945003425","17","3162","5784","117","43","560405","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Kladruby"
"944996133","0","3162","5784","130","43","560405","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Kladruby"
"944987942","418","3162",,,"43","560413","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Jindřichovice"
"945023591","1","3162","1294","001","43","560413","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Jindřichovice"
"945030226","33","3162","1294","900","43","560413","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Jindřichovice"
"945016773","109","3162","5181","35450001","43","560413","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Jindřichovice"
"945010038","179","3162","5784","105","43","560413","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Jindřichovice"
"945023474","28","3162","5784","109","43","560413","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Jindřichovice"
"944996134","64","3162","5784","117","43","560413","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Jindřichovice"
"945003542","4","3162","5784","130","43","560413","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Jindřichovice"
"945012659","335","3162",,,"43","560421","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Kaceřov"
"945023373","1","3162","1294","001","43","560421","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Kaceřov"
"944995890","19","3162","1294","900","43","560421","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Kaceřov"
"945016642","80","3162","5181","35450001","43","560421","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Kaceřov"
"945016641","169","3162","5784","105","43","560421","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Kaceřov"
"945036836","14","3162","5784","109","43","560421","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Kaceřov"
"944995889","51","3162","5784","117","43","560421","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Kaceřov"
"945036837","1","3162","5784","130","43","560421","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Kaceřov"
"945024099","147","3162",,,"43","560430","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Zhoř u Tábora"
"945036961","0","3162","1294","001","43","560430","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Zhoř u Tábora"
"944996136","7","3162","1294","900","43","560430","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Zhoř u Tábora"
"944996135","44","3162","5181","35450001","43","560430","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Zhoř u Tábora"
"945016643","63","3162","5784","105","43","560430","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Zhoř u Tábora"
"945010039","10","3162","5784","109","43","560430","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Zhoř u Tábora"
"945023475","21","3162","5784","117","43","560430","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Zhoř u Tábora"
"945010040","2","3162","5784","130","43","560430","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Zhoř u Tábora"
"945004046","168","3162",,,"43","560448","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Běleč"
"945030107","0","3162","1294","001","43","560448","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Běleč"
"945010041","9","3162","1294","900","43","560448","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Běleč"
"945003426","61","3162","5181","35450001","43","560448","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Běleč"
"945030106","59","3162","5784","105","43","560448","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Běleč"
"944996137","17","3162","5784","109","43","560448","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Běleč"
"944996138","19","3162","5784","117","43","560448","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Běleč"
"945036962","3","3162","5784","130","43","560448","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Běleč"
"945024100","735","3162",,,"43","560456","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Krajková"
"945003544","9","3162","1294","001","43","560456","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Krajková"
"944996378","52","3162","1294","900","43","560456","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Krajková"
"944996377","193","3162","5181","35450001","43","560456","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Krajková"
"945003427","286","3162","5784","105","43","560456","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Krajková"
"945016774","58","3162","5784","109","43","560456","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Krajková"
"945016892","125","3162","5784","117","43","560456","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Krajková"
"945030229","12","3162","5784","130","43","560456","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Krajková"
"945030740","759","3162",,,"43","560464","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Královské Poříčí"
"945023594","13","3162","1294","001","43","560464","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Královské Poříčí"
"944996379","72","3162","1294","900","43","560464","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Královské Poříčí"
"945016893","171","3162","5181","35450001","43","560464","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Královské Poříčí"
"945003545","242","3162","5784","105","43","560464","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Královské Poříčí"
"945030230","66","3162","5784","109","43","560464","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Královské Poříčí"
"945023593","189","3162","5784","117","43","560464","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Královské Poříčí"
"945037084","6","3162","5784","130","43","560464","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Královské Poříčí"
"945024101","5308","3162",,,"43","560472","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Kraslice"
"945037214","63","3162","1294","001","43","560472","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Kraslice"
"944996613","445","3162","1294","900","43","560472","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Kraslice"
"945003656","1455","3162","5181","35450001","43","560472","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Kraslice"
"944996380","2030","3162","5784","105","43","560472","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Kraslice"
"945010157","338","3162","5784","109","43","560472","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Kraslice"
"945010158","918","3162","5784","117","43","560472","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Kraslice"
"945030355","59","3162","5784","130","43","560472","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Kraslice"
"945030741","125","3162",,,"43","560481","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Hlasivo"
"945003657","3","3162","1294","001","43","560481","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Hlasivo"
"945037215","8","3162","1294","900","43","560481","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Hlasivo"
"945023713","36","3162","5181","35450001","43","560481","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Hlasivo"
"945010272","59","3162","5784","105","43","560481","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Hlasivo"
"945030356","8","3162","5784","109","43","560481","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Hlasivo"
"945023712","10","3162","5784","117","43","560481","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Hlasivo"
"945017015","1","3162","5784","130","43","560481","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Hlasivo"
"945024102","4309","3162",,,"43","560499","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Kynšperk nad Ohří"
"945003787","50","3162","1294","001","43","560499","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Kynšperk nad Ohří"
"945003786","319","3162","1294","900","43","560499","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Kynšperk nad Ohří"
"944996614","1017","3162","5181","35450001","43","560499","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Kynšperk nad Ohří"
"945010273","1685","3162","5784","105","43","560499","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Kynšperk nad Ohří"
"945017016","286","3162","5784","109","43","560499","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Kynšperk nad Ohří"
"945017017","925","3162","5784","117","43","560499","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Kynšperk nad Ohří"
"944996859","27","3162","5784","130","43","560499","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Kynšperk nad Ohří"
"945017407","426","3162",,,"43","560502","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Libavské Údolí"
"944996863","10","3162","1294","001","43","560502","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Libavské Údolí"
"944996862","34","3162","1294","900","43","560502","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Libavské Údolí"
